category_id,budget_id,name,brand,price,image_path,description
4,2,Máy tính bảng Samsung Galaxy Tab S10 Lite 5G 6GB/128GB,Samsung,7899,tablet/tablet_05.jpg,"Máy tính bảng Samsung Galaxy Tab S10 Lite 5G là thiết bị đa năng hoàn hảo cho học tập và sáng tạo với màn hình 10.9 inch 90Hz sắc nét và bút S Pen đi kèm tiện lợi. Với cấu hình 6GB RAM và kết nối 5G siêu tốc, đây là lựa chọn tối ưu cho sinh viên, người làm nội dung và nhân viên văn phòng cần một thiết bị mỏng nhẹ để ghi chú, phác thảo ý tưởng và làm việc trực tuyến mọi lúc mọi nơi.Máy trang bị chip Exynos 1380 ổn định, hệ thống loa kép Dolby Atmos sống động và viên pin lớn 8000 mAh hỗ trợ sạc nhanh. Chạy trên Android 15 với giao diện One UI 7 hiện đại, Tab S10 Lite mang đến trải nghiệm làm việc như PC qua chế độ Samsung DeX, giúp bạn tối ưu hóa hiệu suất và khơi nguồn cảm hứng trong một thiết kế nhôm nguyên khối sang trọng."
4,2,Máy tính bảng Lenovo Idea Tab 5G 8GB/128GB,Lenovo,6690,tablet/tablet_06.jpg,"Máy tính bảng Lenovo Idea Tab 5G là thiết bị học tập và giải trí đỉnh cao với màn hình 11 inch độ phân giải 2.5K (90Hz) siêu nét và hỗ trợ bút cảm ứng chuyên dụng. Với cấu hình mạnh mẽ 8GB RAM và kết nối 5G tốc độ cao, đây là lựa chọn hàng đầu cho học sinh, sinh viên cần một chiếc tablet mượt mà để đa nhiệm ứng dụng học tập, ghi chú thông minh AI và giải trí HDR sống động.
Máy trang bị chip Dimensity 6300 tối ưu năng lượng, hệ thống 4 loa Dolby Atmos và viên pin 7040 mAh bền bỉ. Thiết kế kim loại mỏng nhẹ chỉ 6.99mm cùng hệ điều hành Android 15 tích hợp các tính năng AI Note độc quyền, Lenovo Idea Tab 5G giúp bạn khơi nguồn sáng tạo và duy trì hiệu suất công việc mọi lúc mọi nơi."
4,2,Máy tính bảng iPad A16 WiFi 128GB,Apple,9490,tablet/tablet_07.jpg,"Máy tính bảng iPad A16 WiFi 128GB (iPad Gen 11) đánh dấu bước tiến mới với bộ nhớ khởi điểm gấp đôi thế hệ cũ và sức mạnh vượt trội từ chip A16 Bionic. Đây là lựa chọn quốc dân cho học sinh, sinh viên và gia đình cần một thiết bị bền bỉ, mượt mà để học tập, sáng tạo nội dung và giải trí chất lượng cao trên màn hình Liquid Retina 11 inch tuyệt đẹp.Máy sở hữu camera trước 12MP Center Stage đặt ngang tối ưu cho gọi video, hỗ trợ Apple Pencil và Magic Keyboard Folio biến thiết bị thành công cụ làm việc chuyên nghiệp. Với Wi-Fi 6 siêu tốc, Touch ID tích hợp nút nguồn và hệ điều hành iPadOS 19 tối ưu AI, iPad A16 mang lại giá trị sử dụng lâu dài và trải nghiệm hệ sinh thái Apple hoàn hảo trong phân khúc giá phổ thông."
4,3,Máy tính bảng Xiaomi Pad 8 Pro 8GB/128GB,Xiaomi,11490,tablet/tablet_08.jpg,"Máy tính bảng Xiaomi Pad 8 Pro 8GB/128GB là biểu tượng của hiệu năng vượt trội với chip Snapdragon 8s Gen 4 mạnh mẽ và màn hình 3.2K siêu nét. Với tần số quét 144Hz mượt mà và thiết kế kim loại nguyên khối siêu mỏng, đây là lựa chọn hàng đầu cho game thủ chuyên nghiệp, người làm đồ họa và biên tập video cần một thiết bị xử lý tác vụ nặng với tốc độ cực nhanh.
Máy trang bị viên pin khủng 10.000 mAh cùng sạc nhanh 120W giúp nạp đầy năng lượng chỉ trong tích tắc. Tích hợp hệ thống 8 loa Dolby Atmos âm thanh vòm sống động, Wi-Fi 7 siêu tốc và hệ điều hành HyperOS 2.0 tối ưu đa nhiệm, Xiaomi Pad 8 Pro biến mọi trải nghiệm giải trí và làm việc trở nên hoàn hảo, xứng danh ""flagship killer"" trong thế giới máy tính bảng."
4,3,Máy tính bảng iPad Air M3 11 inch WiFi 128GB,Apple,14990,tablet/tablet_09.jpg,"Máy tính bảng iPad Air M3 11 inch WiFi 128GB mang đến hiệu năng đột phá từ chip M3, đáp ứng hoàn hảo mọi nhu cầu từ học tập, thiết kế đồ họa đến chơi game AAA. Với màn hình Liquid Retina sắc nét hỗ trợ dải màu P3 và lớp phủ chống chói, đây là lựa chọn tối ưu cho sinh viên ngành sáng tạo và người dùng chuyên nghiệp cần một thiết bị mạnh mẽ nhưng vẫn cực kỳ cơ động.Máy sở hữu camera trước Ultra Wide đặt ngang với tính năng Center Stage, tương thích hoàn toàn với Apple Pencil Pro và Magic Keyboard. Với Wi-Fi 6E siêu tốc, cổng USB-C đa năng và hệ điều hành iPadOS 19 tối ưu cho đa nhiệm và AI, iPad Air M3 là sự thay thế laptop tuyệt vời, kết hợp giữa vẻ đẹp tinh tế và sức mạnh xử lý vượt trội của hệ sinh thái Apple."
4,3,Máy tính bảng Samsung Galaxy Tab S11 5G 12GB/128GB,Samsung,20990,tablet/tablet_10.jpg,"Máy tính bảng Samsung Galaxy Tab S11 5G (12GB/128GB) là biểu tượng của máy tính bảng Android cao cấp với chip MediaTek Dimensity 9400+ siêu mạnh mẽ và màn hình Dynamic AMOLED 2X 11 inch 120Hz. Với lớp phủ chống phản chiếu (Anti-Reflection) mới và độ sáng 1600 nits, đây là công cụ tối ưu cho các chuyên gia sáng tạo, doanh nhân và người dùng cần một thiết bị làm việc di động mạnh mẽ như PC qua chế độ Samsung DeX.
Máy đi kèm bút S Pen thế hệ mới, tích hợp sâu các tính năng Galaxy AI thông minh giúp tóm tắt văn bản, chỉnh sửa ảnh và dịch thuật tức thì. Với thiết kế nhôm Armor Aluminum siêu mỏng chỉ 5.5mm, chuẩn kháng nước IP68 và kết nối 5G siêu tốc, Galaxy Tab S11 mang lại trải nghiệm đỉnh cao, kết hợp hoàn hảo giữa tính thẩm mỹ và hiệu suất xử lý vượt trội."
5,1,Bàn Phím Có Dây Logitech K120,Logitech,165,keyboard/keyboard_1.jpg,"Bàn phím có dây Logitech K120 là dòng bàn phím full-size phổ thông đến từ Thụy Sỹ, sở hữu thiết kế mỏng nhẹ và thanh lịch, mang lại sự bền bỉ tối ưu cho môi trường làm việc cường độ cao. Sản phẩm là lựa chọn quốc dân cho nhân viên văn phòng, học sinh và sinh viên cần một công cụ nhập liệu ổn định để soạn thảo văn bản hay tính toán số liệu trên các hệ điều hành phổ biến. Với cấu trúc 104 phím tiêu chuẩn cùng phím bấm êm ái, bàn phím giải quyết tốt nhu cầu làm việc nhanh chóng và chính xác thông qua kết nối USB plug-and-play ổn định. Điểm nhấn vượt trội là tính năng chống đổ tràn thông minh giúp bảo vệ thiết bị trước các sự cố chất lỏng, kết hợp cùng độ bền cao và mức chi phí tiết kiệm, đảm bảo hiệu suất vận hành lâu dài cho mọi không gian làm việc."
5,1,Bàn Phím Có Dây Gaming Rapoo V50S,Rapoo ,285,keyboard/keyboard_2.jpg,"Bàn phím có dây Gaming Rapoo V50S là dòng bàn phím giả cơ phổ thông sở hữu thiết kế năng động và hệ thống đèn LED RGB đa sắc, mang lại cảm hứng cá tính cho không gian giải trí chuyên nghiệp. Sản phẩm là lựa chọn hàng đầu cho học sinh, sinh viên và game thủ mới bắt đầu cần một thiết bị bền bỉ, thẩm mỹ để phục vụ cả việc học tập lẫn chơi game với chi phí tối ưu. Với bố cục 104 phím tiêu chuẩn trên nền chất liệu nhựa ABS chịu lực, bàn phím giải quyết tốt nhu cầu nhập liệu văn bản chính xác và các thao tác tổ hợp phím phức tạp qua kết nối USB ổn định. Điểm nhấn vượt trội là trọng lượng siêu nhẹ chỉ 550g cùng khả năng tương thích hoàn hảo với Windows, giúp người dùng dễ dàng mang theo trong balo và duy trì hiệu suất làm việc linh hoạt ở mọi nơi."
5,1,Bàn Phím Bluetooth Dareu LK160D,Dareu ,390,keyboard/keyboard_3.jpg,"Bàn phím Bluetooth Dareu LK160D là dòng phím không dây rút gọn (86 phím) phân khúc phổ thông, giải pháp lý tưởng cho dân văn phòng và sinh viên cần làm việc di động trên Windows, macOS hay điện thoại. Với cấu trúc phím cắt kéo (Scissor) mang lại cảm giác gõ êm ái và yên tĩnh, sản phẩm hỗ trợ kết nối linh hoạt qua Bluetooth hoặc đầu thu USB trong phạm vi 10m. Điểm nhấn nổi bật là trọng lượng siêu nhẹ chỉ 398g, cổng sạc Type-C hiện đại cho thời lượng sử dụng bền bỉ tới 175 giờ, giúp tối ưu không gian làm việc nhỏ gọn và tiện lợi khi mang theo ra ngoài."
5,2,Bàn Phím Bluetooth Logitech K380s,Logitech ,730,keyboard/keyboard_4.jpg,"Bàn phím Bluetooth Logitech K380s là dòng bàn phím không dây Compact (79 phím) cao cấp từ Thụy Sỹ, mang thiết kế thanh lịch và gam màu hồng trang nhã. Sản phẩm là lựa chọn hoàn hảo cho dân văn phòng và người dùng sáng tạo cần sự gọn nhẹ để làm việc di động trên Windows, macOS hay máy tính bảng. Với kết nối Bluetooth ổn định trong phạm vi 10m và khả năng tùy chỉnh qua phần mềm Logi Options+, bàn phím giúp tối ưu không gian làm việc nhỏ nhắn. Điểm nhấn nổi bật là trọng lượng chỉ 423g, sử dụng 2 viên pin AAA tiện lợi, mang lại trải nghiệm gõ phím êm ái và bền bỉ suốt thời gian dài."
5,2,Bàn phím cơ AULA F75,AULA,1050,keyboard/keyboard_5.jpg,"Bàn phím cơ AULA F75 là dòng bàn phím cơ Gasket mount cao cấp với layout 80 phím gọn gàng, mang lại trải nghiệm gõ phím cực kỳ êm ái nhờ lót sẵn 5 lớp foam triệt âm. Đây là lựa chọn hàng đầu cho các lập trình viên và game thủ cần sự linh hoạt nhờ khả năng kết nối 3 chế độ: USB Type-C, Bluetooth và Wireless 2.4G ổn định. Sản phẩm sở hữu mạch xuôi cùng tính năng Hotswap 5-pin giúp người dùng dễ dàng tùy biến switch theo sở thích cá nhân. Điểm nhấn ấn tượng là hệ thống LED RGB rực rỡ trên Plate PC và cấu trúc đệm Gasket bền bỉ, tạo nên sự chuyên nghiệp và cảm hứng làm việc tối đa trong tầm giá 1 triệu đồng."
5,2,Bàn phím cơ Yunzii C75,Yunzii ,1800,keyboard/keyboard_6.jpg,"Bàn phím cơ Yunzii C75 Cake Meow là dòng phím 75% (84 phím) cao cấp mang thiết kế tai mèo ""siêu cute"", phụ kiện đồng bộ hoàn hảo để làm quà tặng cho phái nữ yêu phong cách ngọt ngào. Với cấu trúc Gasket Mount kết hợp foam nhiều lớp và switch Linear êm ái, sản phẩm giải quyết nhu cầu gõ phím yên tĩnh, mượt mà cho các bạn nữ làm văn phòng hoặc sáng tạo nội dung. Điểm nhấn nổi bật là kết nối 3 chế độ linh hoạt, pin khủng 5500 mAh và hệ thống LED RGB South-facing rực rỡ, mang lại trải nghiệm sử dụng tinh tế và bền bỉ trên cả Windows lẫn macOS."
5,2,Bàn phím cơ Fullsize Weikav NUT108 ,Weikav,2690,keyboard/keyboard_7.jpg,"Bàn phím cơ Fullsize Weikav NUT108 là dòng phím nhôm CNC nguyên khối cao cấp (108 phím), giải pháp đẳng cấp cho người dùng chuyên nghiệp và các tín đồ custom phím cần sự đầm chắc, sang trọng. Với cơ chế Ball Catch tháo lắp nhanh không dùng ốc và mạch Flexcut 1.2mm, sản phẩm mang lại trải nghiệm gõ HIFI nhún nhảy, êm ái kèm âm thanh tiêu âm cực tốt. Điểm nhấn vượt trội là viên pin khủng 10.000mAh, kết nối 3 chế độ linh hoạt và hệ thống Double Light Bar với LED viền rực rỡ, giúp tối ưu hóa hiệu suất làm việc và thẩm mỹ cho không gian setup hi-end."
5,3,Magic Keyboard cho iPad Pro M4/M5 11 inch,Apple,8190,keyboard/keyboard_8.jpg,"Bàn phím Apple Magic Keyboard cho iPad Pro 11 inch (M4) là phụ kiện cao cấp biến máy tính bảng thành laptop chuyên nghiệp, mang lại trải nghiệm gõ phím tuyệt vời và chính xác. Sản phẩm là lựa chọn hàng đầu cho doanh nhân và người dùng sáng tạo cần sự mỏng nhẹ, linh hoạt để làm việc hiệu suất cao trên iPadOS mọi lúc mọi nơi. Với kết nối Smart Connector tức thì và tích hợp Trackpad điều khiển con trỏ mượt mà, bàn phím giúp tối ưu hóa các tác vụ đa nhiệm phức tạp. Điểm nhấn nổi bật là thiết kế siêu mỏng, tích hợp đèn nền LED tiện dụng và cổng sạc USB-C riêng biệt, đảm bảo không gian làm việc tối giản và sang trọng."
5,3,Bàn phím cơ EVO75,Evoworks,4000,keyboard/keyboard_9.jpg,"Bàn phím cơ Evoworks Evo75 là dòng phím custom 75% cao cấp với khung nhôm CNC 6063 nguyên khối, mang lại trải nghiệm gõ ""đầm"" và sang trọng bậc nhất cho các tín đồ công nghệ. Sản phẩm là lựa chọn tối ưu cho lập trình viên và người dùng hi-end cần sự linh hoạt nhờ kết nối 3 chế độ cùng khả năng tùy chỉnh phím qua phần mềm VIA/QMK chuyên nghiệp. Với cấu trúc lò xo cánh bướm (Butterfly Leaf Spring) độc đáo và dung lượng pin khủng 8000mAh, bàn phím giải quyết triệt để nhu cầu về cảm giác gõ đàn hồi và thời gian sử dụng không dây cực dài. Điểm nhấn vượt trội là cơ chế tháo lắp nhanh ball-catch không dùng vít và hệ thống LED mạch xuôi tinh tế, tạo nên một không gian làm việc đẳng cấp và đầy cảm hứng."
5,3,Bàn phím cơ Datamancer The Machinist,Datamancer,18200,keyboard/keyboard_10.jpg,"Bàn phím cơ Datamancer The Machinist là dòng sản phẩm thủ công cao cấp với khung nhôm đúc nguyên khối, mang phong cách cơ khí công nghiệp (Industrial) độc bản và sang trọng. Đây là lựa chọn đẳng cấp dành cho những nhà sưu tầm hoặc người dùng yêu thích vẻ đẹp hoài cổ, muốn tìm kiếm cảm giác gõ khác biệt trên các hệ điều hành Windows, macOS hay Linux. Với switch Cherry MX Blue từ Đức tạo tiếng click đặc trưng như máy đánh chữ cổ điển và bộ keycap bọc kim loại siêu bền, sản phẩm giải quyết hoàn hảo nhu cầu về một thiết bị nhập liệu vừa là tác phẩm nghệ thuật, vừa có độ bền cực cao. Điểm nhấn vượt trội là hệ thống chân đế dạng bánh răng cơ khí, dây cáp bọc vải dù 1.8m chắc chắn và khả năng hỗ trợ phần cứng đa dạng các layout phím, khẳng định vị thế cá nhân trong mọi không gian làm việc."
9,1,Chuột Có dây Silent Rapoo N1200,Rapoo ,95,mouse/mouse_1.jpg,"Chuột có dây Silent Rapoo N1200 là dòng chuột quang văn phòng phân khúc giá rẻ với thiết kế đối xứng lịch lãm, phù hợp cho cả người thuận tay trái và tay phải. Sản phẩm là lựa chọn tối ưu cho học sinh, sinh viên và nhân viên văn phòng cần sự tập trung cao độ nhờ tích hợp công nghệ Silent giúp click chuột êm ái, không gây tiếng ồn khó chịu trong môi trường yên tĩnh. Với độ phân giải 1000 DPI chuẩn xác và dây cắm USB dài 152 cm kết nối ổn định, chuột giải quyết tốt các tác vụ lướt web, soạn thảo văn bản và chỉnh sửa ảnh cơ bản trên Windows. Điểm nhấn nổi bật là trọng lượng siêu nhẹ 85g cùng bánh xe lăn chống trượt bền bỉ, mang lại cảm giác di chuyển mượt mà và tiện lợi cho nhu cầu làm việc hàng ngày."
9,1,Chuột Không dây Silent Rapoo B2S,Rapoo ,170,mouse/mouse_2.jpg,"Chuột không dây Silent Rapoo B2S màu xanh là dòng chuột quang không dây phân khúc phổ thông với thiết kế công thái học đối xứng, phù hợp cho cả người thuận tay trái và tay phải. Sản phẩm là lựa chọn lý tưởng cho sinh viên và nhân viên văn phòng cần sự yên tĩnh tối đa khi làm việc ban đêm hoặc trong môi trường công cộng nhờ tích hợp công nghệ Silent chống ồn. Với độ phân giải 1200 DPI và kết nối đầu thu USB Receiver ổn định trong phạm vi 10m, chuột giải quyết tốt các nhu cầu học tập và thao tác tin học văn phòng hàng ngày trên hệ điều hành Windows. Điểm nhấn nổi bật là trọng lượng siêu nhẹ chỉ 60g, sử dụng một viên pin AA tiện lợi, mang lại cảm giác cầm nắm chắc chắn và tính di động cao cho người dùng năng động."
9,1,Chuột Không Dây Silent Ugreen MU105,Ugreen ,160,mouse/mouse_3.jpg,"Chuột không dây Silent Ugreen MU105 màu hồng là dòng chuột quang không dây tối giản với thiết kế bo tròn chắc chắn, mang lại cảm giác cầm nắm êm ái và trang nhã cho không gian làm việc. Sản phẩm là lựa chọn tuyệt vời cho nhân viên văn phòng và người dùng sáng tạo cần độ chính xác cao trên nhiều hệ điều hành như Windows, macOS, Linux hay ChromeOS. Với độ phân giải lên đến 2400 DPI và công nghệ Silent chống ồn, chuột giải quyết tốt các tác vụ chỉnh sửa hình ảnh cơ bản và làm việc yên tĩnh trong môi trường công cộng. Điểm nhấn nổi bật là kết nối đầu thu USB ổn định trong phạm vi 10m, trọng lượng 100g đầm tay và sử dụng một viên pin AA tiện lợi, đảm bảo hiệu suất làm việc mượt mà và bền bỉ."
9,2,Chuột Không dây Silent Logitech M331,Logitech ,340,mouse/mouse_4.jpg,"Chuột không dây Silent Logitech M331 là dòng chuột quang công thái học cao cấp từ Thụy Sĩ, nổi bật với thiết kế dành riêng cho người thuận tay phải mang lại sự thoải mái tối ưu. Đây là lựa chọn hàng đầu cho giới văn phòng và người dùng di động cần sự tập trung nhờ công nghệ Silent Mice giảm đến 90% tiếng ồn khi click trên các hệ điều hành Windows, macOS hay Android. Với độ phân giải 1000 DPI chuẩn xác và kết nối đầu thu Nano ổn định trong phạm vi 10m, chuột giải quyết hoàn hảo nhu cầu làm việc mượt mà trên mọi bề mặt mà không gây tiếng động. Điểm nhấn vượt trội là thời lượng pin cực khủng lên đến 24 tháng chỉ với một viên pin AA, giúp người dùng hoàn toàn yên tâm sử dụng lâu dài và tiết kiệm chi phí."
9,2,Chuột Có dây Gaming Logitech G102 Gen2 Lightsync,Logitech ,400,mouse/mouse_5.jpg,"Chuột Gaming Logitech G102 Gen2 Lightsync là dòng chuột chơi game có dây huyền thoại phân khúc phổ thông từ Thụy Sĩ, nổi bật với thiết kế đối xứng gọn nhẹ phù hợp cho cả người thuận tay trái lẫn tay phải. Sản phẩm là lựa chọn quốc dân cho các game thủ, đặc biệt là người chơi FPS cần sự linh hoạt trong những cú vẩy chuột tốc độ cao nhờ trọng lượng chỉ 85g và mắt đọc Mercury 8000 DPI chuẩn xác. Với hệ thống đèn LED RGB Lightsync 16.8 triệu màu rực rỡ và 6 nút chức năng có thể lập trình qua Logitech G HUB, chuột giải quyết hoàn hảo nhu cầu cá nhân hóa phong cách và tối ưu hóa thao tác khi chiến game trên Windows. Điểm nhấn vượt trội là dây cáp dài 2.1m cực kỳ bền bỉ và cảm giác bấm tách rời nhạy bén, mang lại hiệu suất gaming chuyên nghiệp với mức giá cực kỳ tiếp cận."
9,2,Chuột không dây MicroPack MP-V01W,MicroPack ,480,mouse/mouse_6.jpg,"Chuột không dây Micropack MP-V01W màu xanh lá là dòng chuột quang công thái học cao cấp từ Hồng Kông, sở hữu thiết kế đứng độc đáo giúp giảm áp lực cổ tay và ngăn ngừa hội chứng ống cổ tay. Sản phẩm là lựa chọn hoàn hảo cho dân văn phòng và người dùng chuyên nghiệp thường xuyên làm việc cường độ cao trên Windows hoặc macOS. Với độ phân giải tối đa 1600 DPI và hệ thống 6 nút bấm chức năng, chuột giải quyết triệt để nhu cầu thao tác nhanh chóng và chính xác trong không gian làm việc hiện đại. Điểm nhấn nổi bật là kết nối không dây 2.4GHz ổn định trong phạm vi 10m, trọng lượng 99g đầm tay và sử dụng một viên pin AA tiện lợi, mang lại trải nghiệm sử dụng khỏe mạnh và bền bỉ trong tầm giá"
9,2,Chuột Có dây Gaming Dareu EM950,Dareu ,560,mouse/mouse_7.jpg,"Chuột Gaming DareU EM901X Ultralight là dòng chuột chơi game có dây siêu nhẹ với thiết kế đối xứng, mang lại sự linh hoạt tối đa cho cả người thuận tay trái lẫn tay phải. Đây là lựa chọn hàng đầu cho các game thủ chuyên nghiệp và người chơi hệ FPS cần tốc độ phản xạ cực nhanh nhờ trọng lượng siêu tối ưu chỉ 53g và cảm biến DareU AIM (PixArt PMW3389) đạt độ nhạy lên đến 18.000 DPI. Với hệ thống chân chuột PTFE mượt mà cùng dây cáp dài 182 cm, sản phẩm giải quyết triệt để nhu cầu di chuột không lực cản và độ trễ trên các hệ điều hành Windows hay macOS. Điểm nhấn vượt trội là khả năng tùy chỉnh qua ứng dụng AIM và tần số phản hồi 1000 Hz, giúp tối ưu hóa từng cú click chuẩn xác trong những trận đấu căng thẳng."
9,3,Chuột sạc Không dây Gaming Rapoo VT9 Air,Rapoo ,930,mouse/mouse_8.jpg,"Chuột gaming Rapoo VT9 Air là dòng chuột không dây siêu nhẹ (59g) với thiết kế vỏ ngoài trong suốt độc lạ, mang lại hiệu suất thi đấu đỉnh cao cho các game thủ chuyên nghiệp. Sản phẩm là lựa chọn hoàn hảo cho người chơi hệ tốc độ cần sự chính xác tuyệt đối nhờ cảm biến PAW3398 đạt 26.000 DPI và tốc độ phản hồi siêu tốc 4000Hz (Polling Rate). Với công nghệ phím bấm C+click đồng nhất và kết nối không dây V+ ổn định, chuột giải quyết triệt để vấn đề độ trễ và mỏi cổ tay trong các trận đấu kéo dài trên Windows. Điểm nhấn vượt trội là viên pin sạc dùng tới 180 tiếng qua cổng Type-C, hệ thống 8 nút bấm đa năng và khả năng di chuyển linh hoạt, giúp tối ưu hóa mọi pha xử lý chớp nhoáng trong thế giới ảo."
9,3,Chuột Có dây Gaming Razer Basilisk V3,Razer ,1200,mouse/mouse_9.jpg,"Chuột gaming Razer Basilisk V3 là dòng chuột có dây cao cấp với thiết kế công thái học chuyên dụng cho tay phải, mang lại sự thoải mái tuyệt đối cho game thủ và người làm việc sáng tạo trong thời gian dài. Sản phẩm là lựa chọn hàng đầu cho các tựa game FPS hay MOBA nhờ cảm biến Razer Focus+ 26.000 DPI siêu chính xác và switch quang học Gen 2 phản hồi tức thì. Với nút cuộn HyperScroll thông minh và hệ thống 11 nút bấm có thể lập trình qua Razer Synapse 3, chuột giải quyết hoàn hảo nhu cầu tùy biến sâu và thao tác đa nhiệm phức tạp trên Windows. Điểm nhấn vượt trội là dải đèn LED RGB Chroma 11 vùng rực rỡ, kết hợp cùng chân chuột PTFE mượt mà, giúp tối ưu hóa hiệu suất thi đấu và tạo nên phong cách chuyên nghiệp cho mọi góc máy."
9,3,Chuột sạc Bluetooth Gaming Razer Basilisk V3 Pro White,Razer ,3900,mouse/mouse_10.jpg,"Chuột gaming Razer Basilisk V3 Pro màu trắng là dòng chuột không dây hi-end với thiết kế công thái học tay phải đẳng cấp, mang lại sự thoải mái tuyệt đối cho game thủ chuyên nghiệp. Sản phẩm là lựa chọn hàng đầu cho các tác vụ chơi game và sáng tạo nhờ cảm biến Focus Pro 30K siêu chính xác cùng switch quang học Gen-3 bền bỉ. Với hệ thống 11 nút bấm có thể lập trình, nút cuộn HyperScroll thông minh và kết nối 3 chế độ linh hoạt, chuột giải quyết triệt để nhu cầu tùy biến sâu và hiệu suất cao trên Windows. Điểm nhấn vượt trội là dải đèn Razer Chroma RGB rực rỡ, thời lượng pin 150 giờ cùng khả năng sạc nhanh qua cổng Type-C, khẳng định vị thế dẫn đầu"
7,1,Tai nghe Có dây AVA+ PC-25,AVA+,70,earphones/earphones_1.jpg,"Tai nghe có dây AVA+ PC-25 là dòng tai nghe nhét tai phổ thông sở hữu thiết kế hiện đại, gọn nhẹ với khối lượng chỉ 13.6g, mang lại sự thoải mái tối ưu cho người dùng di động. Sản phẩm là lựa chọn kinh tế cho học sinh, sinh viên và nhân viên văn phòng cần một thiết bị âm thanh ổn định để học tập, họp online hay giải trí trên Android, iOS và Windows. Với Driver 10 mm mạnh mẽ cùng mic thoại tích hợp rõ ràng, tai nghe giải quyết tốt nhu cầu đàm thoại và tái hiện âm thanh chi tiết qua jack cắm 3.5 mm truyền thống. Điểm nhấn nổi bật là độ dài dây 1.16m linh hoạt cùng phím điều khiển vật lý tiện lợi, giúp tối ưu hóa trải nghiệm sử dụng hàng ngày một cách đơn giản và hiệu quả."
7,1,Tai nghe Bluetooth True Wireless Havit TW941,Havit ,190,earphones/earphones_2.jpg,"Tai nghe Bluetooth Havit TW941 là mẫu tai nghe True Wireless giá rẻ sở hữu thiết kế trẻ trung, siêu nhẹ chỉ 3g, mang lại cảm giác đeo thoải mái và thanh lịch cho người dùng trẻ. Với Driver 13 mm tiên tiến cùng kết nối Bluetooth 5.3 ổn định, sản phẩm giải quyết tốt nhu cầu nghe nhạc chi tiết và đàm thoại rõ nét trên mọi nền tảng từ iOS, Android đến Windows. Điểm nhấn vượt trội là tính năng Game Mode giảm độ trễ, điều khiển cảm ứng đa năng và tổng thời lượng pin lên đến 21 giờ kèm hộp sạc Type-C tiện lợi. Đây là lựa chọn tối ưu cho học sinh, sinh viên cần một thiết bị âm thanh bền bỉ, hiện đại để học tập và giải trí hàng ngày."
7,1,Tai nghe Chụp Tai Logitech H111,Logitech ,200,earphones/earphones_3.jpg,"Tai nghe chụp tai Logitech H111 là dòng tai nghe Headset có dây siêu nhẹ từ Thụy Sỹ, sở hữu thiết kế tối giản với trọng lượng chỉ 74g mang lại sự thoải mái tuyệt đối khi đeo cả ngày dài. Sản phẩm là lựa chọn quốc dân cho học sinh, sinh viên và nhân viên văn phòng chuyên dùng để học tập trực tuyến, họp video hoặc đàm thoại trên đa nền tảng như Windows, macOS, iOS và Android. Với công nghệ âm thanh nổi rõ nét và micro xoay 180 độ linh hoạt có khả năng giảm thiểu tiếng ồn, tai nghe giải quyết hoàn hảo nhu cầu giao tiếp chuẩn xác và nghe nhạc cơ bản qua jack cắm 3.5 mm phổ biến. Điểm nhấn vượt trội là dây cáp siêu dài 2.35m cho phép tự do di chuyển trong không gian làm việc và quai đeo tùy chỉnh linh hoạt, đảm bảo sự bền bỉ và tiện dụng tối đa cho người dùng."
7,2,Tai nghe TWS Alpha Works AW-Curve 200,Alpha Works,390,earphones/earphones_4.jpg,"Tai nghe Bluetooth TWS Alpha Works AW-Curve 200 là dòng tai nghe Earbuds không dây cao cấp từ Mỹ, nổi bật với thiết kế công thái học thanh lịch và trọng lượng siêu nhẹ chỉ 3.8g, mang lại cảm giác đeo êm ái suốt ngày dài. Sản phẩm là lựa chọn lý tưởng cho những người yêu âm nhạc và thường xuyên di chuyển nhờ công nghệ âm thanh Hi-Fi trung thực kết hợp cùng Driver 13 mm mạnh mẽ, giúp tái hiện dải âm uy lực và chi tiết. Với hệ thống 4 micro tích hợp công nghệ chống ồn môi trường (ENC), tai nghe giải quyết triệt để nhu cầu đàm thoại rõ nét và nghe nhạc tập trung trên các thiết bị iOS, Android hay Windows. Điểm nhấn vượt trội là khả năng kháng nước IPX4 bền bỉ, kết nối Bluetooth 5.4 tiên tiến cùng tổng thời lượng pin lên đến 20 giờ và tính năng sạc nhanh tiện lợi, sẵn sàng đồng hành cùng bạn trong mọi hoạt động tập luyện hay làm việc hàng ngày."
